tok,count
"Ometsuk",1
"Ryosei",1
"Kappumen",1
"instant",1
"usabl",1
"Shaka-do",1
"Shakamuni",1
"Hidetomo",1
"Tomozan",2
"Obaka",1
"NUKATA",2
"Kunimiyatsuko",1
"Gorenshi",1
"Shorokui",1
"Onuki",1
"Iden",1
"honi",1
"Engaku",1
"pratyekabuddha",1
"paccekabuddha",1
"प",1
"रत",1
"येक",1
"बुद",1
"ध",1
"Kappogi",1
"apron",1
"Kaichigo",1
"Tsurezurebukuro",1
"Tomesod",1
"Suikan",1
"Hidemochi",1
"Miguel",1
"CHIJIWA",1
"MITSUZAKI",1
"Tameto",1
"Tameyuki",1
"554",1
"628",3
"593",2
"37",1
"揮毫",1
"Tenpu",1
"Toshikan",1
"bungaku",1
"Chikko",1
"1868-Januari",1
"Nobutane-kyo-ki",1
"TAKABATAKE",1
"Teruhiro",2
"1791-October",1
"TSUKAMOTO",1
"theIchibantai",1
"JAL",1
"Sound",1
"Seri",1
"Landmark",1
"Teiran",1
"Mushimaro",1
"rajomon",1
"jobo",1
"grid-lik",1
"avenu",1
"Sekiho-ji",1
"石峯寺",1
"1843-1915",1
"Kimoiri",1
"Anpo",1
"Teshima",1
"Konin-Jogan",1
"Jogan",4
"Datsu-A",1
"Ron",1
"editori",1
"Shugoshi",1
"funyu",1
"forbad",1
"Kanzaburo",2
"One-Day",1
"electron",1
"unlimit",1
"coupon",1
"discount",1
"packag",1
"Semboku",2
"Nankai",2
"Juko",1
"Nahaka-jinja",1
"midwest",1
"SENBON",1
"emeritus",1
"Renko",1
"1450",1
"Taizo-in",1
"Goseibai-shikimoku",1
"mushimaro",1
"Korin",2
"pacifi",1
"Reed",1
"Plain",1
"religionist",2
"Japanese-Korean",1
"Amiti",2
"Joko-ji",1
"Ochikubo",2
"Jinrikisha",1
"rickshaw",1
"human-pow",1
"Sensho-ji",1
"Andonyama",1
"Aoba",1
"Oi-gun",1
"Tadatoshi",1
"OOKA",1
"fugit",1
"retreat",1
"Shuhan",1
"TAKASHIMA",1
"deleg",1
"America",1
"Niigasa",1
"Takara",1
"unknown-Jun",1
"673",2
"Junrei",1
"Revis",1
"Uchiyama-Eikyu-ji",1
"Somanouchi-cho",1
"Ajisukitakahikon",1
"Ajishikitakahikon",1
"Hora",1
"Sotoba",1
"Ieyori",1
"TAKEUCHI",1
"TAKESHIUCHI",1
"367",1
"Munemachi",1
"Oomi",1
"Seimu",1
"hachimon",1
"compulsori",1
"Ninjya",1
"Shinzen",1
"Fukego",1
"Fukegodan",1
"quotat",1
"Fuke-dono",1
"Jikata",1
"kosha",1
"overse",2
"april",1
"Sotsuzoku",1
"Heki",1
"Henmi",1
"Gunyoshuhyo",1
"pseudo",1
"Ichimatsu",2
"1411-",1
"Miromachi",1
"three-stori",1
"tile-roof",1
"Intercollegi",1
"Festa",1
"alway",2
"Sashimi",1
"delicaci",1
"wasabi",1
"horseradish",1
"Dynast",1
"Sentei",1
"Reki",1
"Ichihara",1
"草子洗小町",1
"arai",2
"草紙洗",1
"草紙洗小町",1
"sanbanme-mono",1
"third-categori",1
"genzai",1
"kazura-mono",1
"daishomono",1
"kozutsumi",1
"ozutsumi",1
"Tesseki",1
"FUJIMOTO",1
"Wasanbon",1
"Sahohiko",1
"surveil",1
"Cerasus",3
"peach",1
"Subgenus",1
"Unpei",1
"MORICHIKA",1
"Byodo-in",2
"Chikazan",2
"IMIBE",1
"shoen-koryo",1
"Meigetsu-in",1
"Kencho-ji",1
"Kangangiin",1
"Tamenaka",1
"Sadaka",1
"Mt.Nijo",1
"Kakkien",1
"yAMAHE",1
"Bussharito",1
"Busshari",1
"Morokata",1
"Araumi",2
"soji",1
"upholst",1
"Tsuitat",1
"opaqu",1
"Hiro-bisashi",1
"Ichigo",1
"daifuku",2
"confect",1
"strawberri",1
"Igashi",1
"Noguchino",1
"Ono-haka",1
"Hinohakama",1
"scarlet",2
"trouser-lik",1
"hibakama",1
"Kutenai",1
"Natur",1
"30,000",1
"camellia",1
"50,000",1
"hydrangea",1
"soshi",1
"Arashiyama-Takao",1
"motorway",1
"Driveway",2
"Hanshin",1
"Hold",1
"summari",1
"Gyokaku",1
"Shogun-san",1
"Kawawak",4
"TAKENUNA",4
"初代",1
"歌川",1
"国政",1
"Funadama",1
"seafar",1
"voyag",1
"condemn",1
"resuscit",1
"Ishizuchi",1
"bussho",1
"Dengaku",1
"Makiko",2
"Tomomi",2
"Nakazan",1
"Shibujo",1
"Hoshozenshi",1
"Goehojisan",1
"Shikinen",2
"Sengu",2
"Ise-Jingu",1
"SAKAIBE",2
"Kusuri",1
"Religion",2
"rikka",2
"Haruhito",1
"Chanbara",1
"Ro",1
"onkata",2
"Satak",1
"Sanju-roku",1
"Buncho",1
"Jisyu",1
"Kurogo",1
"1424",3
"Sinc",1
"Magatsuhi",1
"Magatsui",1
"Chotoku",1
"Nairan",3
"Hisanaga",1
"1560-Februari",1
"Chikahiro",2
"Joseki",1
"GAZAN",1
"Aburimochi",1
"thumb-siz",1
"okaki",1
"cracker",2
"Takekunikoriwak",1
"Daizenshiki",1
"Kagekiyo",1
"Amenokaguyama",1
"Gunneri",1
"Hyoro",2
"Nagatsuji-dori",1
"Fushinjo",1
"Tomoatsu",1
"GODAI",1
"Dohaku",1
"MANZAN",1
"牟義都国造",1
"Mugetsukokuzo",1
"yasu-cho",1
"Isshukin",1
"shoko",1
"Oyudono",1
"Daili",1
"Honor",1
"Housekeep",1
"Time",1
"Now",1
"Seicho",2
"Bekkaku",1
"bekkaku",1
"Hozo-jinja",1
"Miyashogun",1
"SHIMAI",1
"Gozenkaigi",1
"conven",1
"Furisod",1
"minor",2
"Totsukawa-go",1
"Jinkoki",1
"Mochibana",1
"small-cut",1
"sumac",1
"hackberri",1
"willow",1
"Kazashi",1
"headdress",1
"Fushimi-Momoyama",1
"Sep",2
"Oct.2",1
"te",1
"kosod",1
"Fushimiban",1
"Imo",2
"Jingo",1
"massiv",1
"incit",1
"Daewongun",1
"Seoul",2
"legat",1
"SHIRAKAWA",1
"Bliss",1
"Ankoromochi",1
"Sanehid",1
"Shinkeihan",1
"Mihara",1
"752",1
"Manshi",1
"KIyOZAWA",1
"1387-October",1
"Shingonritsu",1
"Saniwa",1
"shintaku",1
"oracl",2
"Hikoimasu",2
"彦坐王",1
"1442-August",1
"kokuga-ryo",1
"duchi",1
"Basara",1
"vogu",1
"Morgan",1
"O-yuki",1
"Sanjugen",1
"30-string",1
"Chihaya",1
"Butterfli",2
"yokei",1
"生祀",1
"Kenmotsu",1
"relax",1
"97th",1
"Moronobu",1
"Tsukuri",1
"yasutsugu",1
"Tenshojingo",1
"Ujinao",1
"Jikendan",1
"voluntari",1
"goson",1
"kendan",1
"Torisashi",1
"Sakumondaitai",1
"manual",1
"Nakatsu-han",1
"Genku-ji",1
"Setomono-cho",1
"Chikataka",1
"Hikojiro",1
"UCHIyAMA",1
"yoriki",2
"sergeant",1
"Nishimachi",1
"Kataku",1
"Rokushin",1
"Renjo",1
"Sep.11",1
"Shihandai",1
"Shihan",1
"ablut",1
"Itsuzan",1
"Ikimi",1
"mizuka",1
"nisoku",1
"drainag",1
"pump",1
"middle-old",1
"Myogyodo",1
"Gochu",1
"Masafusa",1
"Tamei",1
"yasumori",1
"yamasachihiko",1
"Umisachihiko",1
"Hirashima",1
"Ganri-mon",1
"Buraku-in",1
"Recept",1
"Compound",1
"Terusuk",1
"Jufukuin",1
"1570-April",1
"Maeda",1
"Aya",1
"592",3
"-1190",1
"Ichinyo",1
"Nakanoin",1
"Kunoichi",1
"spi",1
"trick",2
"kunoichi",2
"1556-Januari",1
"data",1
"Kanoko",1
"shibori",1
"fawn",1
"Kuichigai",1
"Kuichigaizaka",1
"Hirokata",1
"Kodama-cho",1
"Doga",1
"kumad",1
"rake",2
"comb-lik",1
"Ikasuri",1
"mikannagi",1
"matsuru",1
"Kandaka",1
"Ban",1
"Omodakaya",2
"Senmyo",2
"Calendar",1
"Menai",1
"Koso",2
"Kokudaka",2
"Monopol",1
"increas",1
"Kobito",1
"unknown-",1
"Tanhaku",1
"shohaku",1
"sanbo",1
"sanpo",1
"shinsen",1
"Furyu",1
"Sano",1
"Kiyohisa",2
"Juei-ninen",1
"Jugatsu",1
"Myoman-ji",1
"Ushishi",1
"EN",2
"Ozuno",1
"Ozunu",2
"Otsuno",1
"634",1
"Shinobi-monomi",1
"search",1
"Michinari",1
"Coming-of-Ag",1
"yamauchi",1
"yamanouchi",1
"Martial",1
"Swim",2
"Fuchu",4
"Kamano",1
"Kofun-Tumulus",1
"sate",1
"forg",1
"Munehid",3
"nongovernment",1
"Botefuri",1
"Japan-Q",1
"Friendship",1
"Toshinori",1
"1122-1167",1
"Kamo-wakeikazuchi-jinja",1
"Junmumishi",1
"Jitsunyo",1
"1458",1
"Nishukin",1
"Jokoku",1
"second-biggest",1
"Taikoku",1
"Hittokaro",1
"Hitsuki",1
"Revel",1
"1897-1963",1
"Kuninotoko",1
"Tachinokami",1
"国常立尊",1
"国之常立神",1
"automat",1
"Kintsugu",1
"1175-Februari",1
"tachi",1
"tate",1
"Hatabu",2
"Izumoshi",1
"farther",1
"yokoyama-jo",1
"Horib",1
"Ishida-cho",1
"Higashidonozuka-kofun",1
"Motosuk",1
"Daikyu",1
"Sokyu",2
"Mabuchi",1
"1697-Novemb",1
"Naito-shi",1
"Naito-uji",1
"ninjobon",1
"decad",1
"Chiekoin-dori",1
"Hazakura",1
"sprout",1
"Gakumonjo",1
"Saneaya",1
"Uijin",1
"Suketsuna",1
"Hobei",1
"hohei",1
"Soshiki-Bukkyo",1
"yukinori",1
"Doka",1
"hyakushu",1
"one-hundr",1
"easili",2
"understood",1
"Nenki-uri",1
"年期売",1
"年季売",1
"年紀売",1
"durat",1
"Masutan",1
"Kugi",1
"Daijiro",1
"SEKIKAWA",1
"mochi-gom",1
"thereaft",1
"tsuki-mochi",1
"Toyobiwak",1
"Toyohiwak",1
"Chosyuku",1
"1779-Septemb",1
"Ranga",1
"semi-Western",1
"statesmen",2
"Kubota",1
"Hoonin-dono",1
"Hanchin",1
"eighty-ninth",1
"Go-Fukakusa",1
"eighty-eighth",1
"Go-saga",1
"Higashinotoin-dori",1
"MIZUGUCHI",1
"1824-Januari",1
"Shijuku",1
"academi",1
"Uematsu",1
"Sanyodo",1
"Keirin-ji",1
"Chuhonzan",1
"mid-level",1
"Haishakukin",1
"lent",1
"interest",3
"Rinso",1
"AOCHI",1
"1775-April",1
"Hokurokunomiya",1
"Kamamura",1
"Shognat",1
"Known",1
"Sesshu",2
"Hiroto",1
"TADOKORO",1
"Kakunyo",1
"Munekiyo",1
"Sukesaburo",1
"MITO",1
"vice-shogun",1
"Tsumoru",1
"Tokiwazu-bushi",1
"Tokiwazu",1
"Mizuno",1
"Seiwa-genji",1
"Kikunojo",1
"Toyosukiiribim",1
"KEISAI",1
"Victori",1
"sahasrabhuja",1
"aaryaavalokitezvara",1
"Chashaku",1
"scoop",1
"maccha",1
"Chiyokawa",1
"Chiyokawa-cho",1
"Issan",1
"Ichinei",1
"Kannazuki",1
"Kaminashizuki",1
"AMITANI",1
"831",1
"Dainihonkoku",1
"Ichinomiya-Ki",1
"Ichiran",1
"catalogu",1
"ruiju",1
"Hokiichi",1
"HANAWA",1
"Tennyo",1
"Seijo",1
"Ninshi",1
"Chokugan-ji",1
"Toshiyori",4
"Zuino",1
"Tsunetoshi",1
"Maris",1
"Chiharu",1
"Sanryo",1
"Shiyakusho-ma",1
"Genpuku",1
"coming-of-ag",1
"Hoeki",1
"chofuku",1
"sewn",1
"hem",2
"Obake",1
"お化け",1
"heng",1
"proper",1
"Keicho-chogin",1
"chogin",2
"Sadamu",1
"Kakimon-in",1
"Michizumi",1
"Kushiki-ryo",1
"Shiotsu-jinja",1
"Musum",2
"ASAyAMA",1
"Osanobu",1
"Kobikicho",1
"Atago-yama",1
"Atago-san",1
"Tsukun",1
"livestock",3
"thicken",1
"Kawaha",1
"Rakusho",1
"Nenkan-ki",1
"Machino",1
"Ukawa-onsen",1
"Tango-cho",1
"Shin-shu",1
"Nenbutsu-odori",1
"odori",1
"Nishinotoin",1
"怡子女王",1
"commenc",1
"Meio",1
"Shikeshimaro",1
"Mahiro",1
"TAMAMATSU",1
"Kabunakama",1
"cartel",1
"Benkankyoku",1
"Sadaiben",1
"Udaiben",1
"Sachuben",1
"Uchuben",1
"Sashoben",1
"Fujiko",2
"nosuk",1
"Handmaid",1
"Gonara",2
"Kizoku",1
"Uhijini",1
"Suhijini",1
"Kozaisho",1
"Kakucho",1
"Tadaakira",2
"Firefli",1
"Kukiga-saka",1
"Kamihiraya",1
"yakunogahara",1
"Zashiki",1
"mat",2
"carpet",1
"Rokusho-ji",1
"Rikusho-ji",1
"Tauchi",1
"713",1
"south-western",1
"Enkyu",1
"Sumai",1
"Sechi",1
"abl",1
"baby-sit",1
"littl",2
"chidren",1
"Joki",1
"Keishun-in",1
"Shizuka",1
"Gozen-sata",1
"chair",1
"Oha",1
"Jitsugokyo",1
"Teppanyaki",1
"teppanyaki",1
"anti-Kamakura",1
"yasutomi",1
"1655-Juli",1
"non-Councilor",1
"introductori",1
"yoko",2
"Kotaishiki",1
"Ane-gawa",2
"Earthquak",1
"31pm",1
"seismic",1
"latitud",1
"35.4",1
"longitud",1
"136.3",1
"669",2
"Sakitoyo",1
"Chitsu",1
"OGINO",2
"1851-June",1
"Munehiro",1
"three-tier",1
"ri",1
"sato",1
"Moshitsugi",1
"Souja",1
"Shosha",1
"I-do",1
"youth",1
"Sensaku",1
"492",1
"Shikinai",1
"Jimmyocho",1
"suffix",1
"Kotofu",2
"Ariwara",1
"Pleas",1
"Kangiten",1
"Nandikesvara",1
"Ganapati",1
"tenbu",1
"Bunkoku",1
"delin",1
"province-s",1
"Doki",1
"TETSUGyU",1
"kamonab",1
"duck",1
"hakusai",1
"Kinkin",1
"EGI",2
"Hitokotonushi",1
"Sesshin",1
"接心",1
"攝",1
"摂",1
"心",1
"confus",1
"Sadao",2
"1225-",1
"What",1
"imi",1
"忌み",1
"斎み",1
"Seihaku",1
"WINS",1
"off-cours",1
"Kimu",1
"61st",1
"Wave",1
"Matsushima",1
"Matsushima-zu",1
"Kakegahara",1
"Kita-okawara",1
"Minami-yamashiro-mura",1
"Okawara",1
"Matsukawa",4
"SUDA",2
"Mikawago",1
"Vol",4
"Jozenkidan",1
"episod",2
"Zenzaemon",1
"Sanai",1
"OKA",2
"Attack",2
"Fukushima-jo",2
"Aizujin",1
"Oiinosuk",1
"enclosur",1
"Abukuma-gawa",1
"Jinbei",1
"Jinbe",1
"yakuboku",1
"mood",1
"Narashiba",1
"Katatsuki",4
"canist",1
"eshi",1
"絵師",1
"Kiyooki",1
"SHIMA",1
"mimicri",2
"Shiinetsuhiko",2
"Saonetsuhiko",2
"Kon",1
"Giichi",1
"Sabukaz",1
"Koyoseki-gun",1
"kiln",1
"Ushimado-cho",1
"Danrin",1
"Shoren-in",2
"Awataguchi-sanjobo-cho",1
"yAMASHIRO",1
"Obayashi",2
"Kashira-cho",1
"Freight",2
"Ryakko",1
"shugyo",1
"vow",1
"120th",1
"tens",1
"apolog",1
"Gafu",1
"Kudzukiri",1
"1257-June",1
"Kanju",1
"Hokekyo-ji",1
"Matsuchiyo",1
"anthem",1
"1583-1657",1
"yOSHII",1
"Fujinami",1
"Torii",2
"zenni",1
"Nichijin",2
"1339-June",1
"Jinmon",2
"Genshin",1
"Tenmonkata",1
"Tsuko-tegata",1
"1361",1
"Nihonjin-ron",1
"Otanik",1
"yago",3
"Kaku",2
"Kakushin-ni",1
"Shitaji",1
"chubun",1
"entangl",2
"1941-",1
"yasujiro",1
"imobou",1
"Kokushu",1
"kunimochidaimyo",1
"yasukuni",1
"Tsukubo",1
"1135-May",1
"Masasu",1
"満政",1
"Chiezo",1
"unknown-Octob",1
"Gobyono-kofun",1
"southern-west",1
"middle-class",1
"hangan",1
"Ryoma",1
"Shintaro",1
"NAKAOKA",1
"Shinsuk",1
"Kawara-machi",1
"Amatsuhikon",1
"Ryumyo-ji",1
"yamato-takada",1
"Betto-ji",1
"Sukatehim",1
"Sojutsu",1
"sarira",1
"ash",1
"coffin",2
"Sedoka",1
"Kueissho",1
"HIGASHIZONO",1
"Wafuku",1
"Ishiyaki",1
"imo",1
"stone-roast",1
"OKURA",2
"Haruzan",1
"792-Novemb",1
"Tosai-gogisei",1
"Saidai-ji",1
"Saidaiji",1
"Shibamachi",1
"Ryoji",1
"Motohid",1
"Gyoshin",1
"yashiki-gami",1
"Kikizak",1
"利き酒",1
"ききざけ",1
"唎き酒",1
"きき酒",1
"Kamiyanagi-cho",1
"Shimoyanagi-cho",1
"Ujimasa",1
"Shoyakumon",1
"Kanmuryoju-kyo",1
"sechibun",1
"risshun",1
"risshu",1
"ritto",1
"ordain",1
"144",1
"Hiyoshi-cho",2
"Raitan",1
"Takata",1
"674",1
"Takezo",1
"SHIMURA",1
"27,1799",1
"Gnecchi-Soldo",1
"Organtino",1
"Kaibyaku",1
"Shurishiki",1
"Surishiki",1
"Mihashira-torii",1
"three-column",1
"coupl",3
"Jun-Sessho",1
"Advisor",1
"Mami",1
"Monzui",1
"Engikyaku",1
"Tenmokujawan",1
"glaze",2
"Tenmoku",1
"Iehira",1
"Doso",1
"tokura",1
"tsuchikura",1
"awayuki",1
"awayuki-kan",1
"liken",1
"textur",1
"melt",1
"OHARITA",1
"Ite",1
"Tokaidochu",1
"Ikku",1
"JUPPENSHA",1
"Kontai-ji",1
"Harayama",1
"Kintaru",1
"Kojiro",1
"MATSUKATA",2
"Bemin",1
"Shinatsuhiko",1
"Chikanari",1
"Chikanori",1
"yochiakira",1
"788-Octover",1
"843",3
"Bankara",1
"haikara",1
"Kinukatsugi",1
"peal",1
"Koretoshi",1
"SAKURAyAMA",1
"Soburen",1
"Muneatsu",2
"Munemoto",1
"yakushin",1
"sekitai",1
"1736-Septemb",1
"Jisan",1
"1637-August",1
"1690",1
"mai-ogi",1
"Jokyoreki",1
"Chiun",1
"Ken-o",1
"Rome",2
"Sumitada",2
"Mutsugi",1
"Nengu",1
"Nishioji-Sanjo",1
"Saiin-imayamada-cho",1
"Kanayago-kami",1
"Kanayako-kami",1
"yoriko",1
"Raishi",1
"Amenowakahiko",1
"Mirin",1
"yasunaga",1
"so-do",1
"communal",1
"Muneyo",1
"Minonosakino",1
"三野前国造",1
"Minonosakinokokuzo",1
"Minonomichinokuchi",1
"Minonomichinokuchikokuzo",1
"Kinji",1
"FUKASAKU",1
"540",1
"Kamashi",2
"Takasago",1
"Gagoz",1
"Gagoji",1
"Guwagoz",1
"Mikomai",1
"巫女舞",1
"神子舞",1
"Ākāśagarbh",1
"Gaganagajja",1
"Tobago",1
"outskirt",3
"Gasan",1
"Shoot",2
"Nenku",1
"kaminoku",1
"shimonoku",1
"Shinbutsu-bunri",1
"Choka",2
"町家",1
"Saiun",1
"jiju",1
"Jitsuroku",1
"Metropolitan",1
"SHIDARA",1
"Onogoro-jima",1
"Onokoro-jima",1
"FUJISAWA",1
"faint",1
"visibl",1
"Utsushiyo",1
"resolv",1
"linger",1
"Cafe",1
"Françoi",1
"government-regist",1
"Kasan",1
"irom",1
"itsutsuginu",1
"Agechi-rei",1
"上知令",1
"confisc",2
"1434",2
"Mochihito",3
"Jisho",3
"urg",1
"Morosu",1
"Naruhiko",1
"HIGASHIKUNINOMIyA",1
"43rd",1
"Kunin-chojakunin",1
"Kakur",1
"Hidden",1
"Invocat",1
"994-May",1
"Nanakusa",1
"Person-Day",1
"Nibukin",1
"Gudokun",1
"miracl",1
"Hachimanshin",1
"Harunushi",1
"Okuma",2
"indigen",2
"day-to-day",1
"Sanetsuna",1
"Noriyuki",1
"Student",2
"Video",1
"video",1
"Higashibojo",1
"Etiquett",1
"1284-1343",1
"1242-1315",1
"Shunko-in",1
"Okuri",1
"shishu",1
"handmad",1
"embroideri",1
"Chokyu-ji",1
"Kamimachi",1
"Ikegami",1
"chosa",1
"jigyo",1
"AKASOME",1
"Tokotari",1
"Aritomo",3
"yAMAGATA",4
"Zato",1
"Sanban",1
"Mochiaki",1
"Kiyotada",1
"Nakafumi",1
"Mohei",1
"MURAI",2
"1821-May",1
"Morioka",1
"Honke-matsuke-ronso",1
"Mannyaku-yama",1
"Kume-mura",1
"boundary-rel",1
"Masakag",1
"Tsumatsu-him",1
"Grind",1
"nut",1
"walnut",1
"acorn",1
"eighty-third",1
"Tarimaro",1
"Plateau",1
"Taroji",1
"Soni-mura",1
"ichi",1
"open-market",1
"fair",2
"Otori-jinja",1
"Cock",1
"Kenbutsu-ji",1
"Tokisada",1
"KATANO",1
"Daizen",1
"daibu",1
"Shuden-zukuri",1
"近江国",1
"Muneyana",1
"898",1
"Kazunomiya",1
"Sanpu",1
"roshi",1
"Bunbu",1
"ichido",1
"unlik",1
"bunbu",1
"ryodo",1
"dual",1
"Haniyasu",1
"1537-",1
"Soun",1
"Haikairenga",1
"vulgar",1
"recruit",1
"counsel",1
"Hanamachi",1
"Kagai",1
"parasit",2
"landlord",2
"lend",2
"kosakunin",1
"tenant",1
"kosakuno",1
"kosaku",1
"barley",1
"kosakuryo",1
"Shishigatani",1
"ENOI",1
"demand",2
"1489-1571",1
"Kumoi",1
"kari",1
"Shimogakari",1
"Shintai-zan",1
"Shitoism",1
"Kannabi",1
"Ryori",1
"Tosho-in",1
"Satsumanokami",1
"Kokuyaku",1
"formul",1
"promis",1
"巫女",1
"神子",1
"fujo",1
"herself",3
"Keizan",2
"Doro",1
"Dorokyo",1
"Kitayama-gawa",1
"Kimiyori",1
"941",2
"Kozo",2
"Kasanuimura",1
"Kasanui",1
"Toyosuki",1
"Nasori",1
"Ms.",1
"Naruko",1
"Gyochukokyo",1
"Filial",1
"Pieti",1
"Xuanzong",1
"Shuron",1
"wage",1
"Nichirenshu",1
"Karasaki-jinja",1
"Sept",1
"1301-",1
"Gyojin",1
"坪内",1
"逍遥",1
"逍遙",1
"Nobuchika",1
"Kaibara",2
"Ganghwa",2
"NONOMURA",1
"Kichiroku",1
"tateyaku",1
"Heishiro",1
"NARUISHI",1
"756",2
"45th",2
"466-Januari",1
"536",2
"535",1
"Mokusho-zen",1
"Haseo",1
"Emakimono",2
"horizont",3
"Michimori",1
"Denbu",1
"parch",1
"Komyojimura",1
"joko",1
"jiken",1
"Komyoji-mura",2
"perish",1
"Haguri-gun",1
"tsukubai",1
"entri",1
"Ashikamino",1
"kamami",1
"wakenomiko",1
"Shigureden",1
"1141",2
"Kagefusa",1
"Shigehito",1
"Nyobo",1
"Homyo",1
"Shkyamuni",1
"Zenran",1
"1217-April",1
"739",1
"Umegakoji",1
"Seiryu",1
"清瀧権現",1
"Seiryo",1
"Sakuramoto-bo",1
"goji-in",1
"Ominesan",1
"Kinpusen",1
"Otsugu",1
"Higaki",1
"Namazu-",1
"nishiki-",1
"multicolor",1
"catfish",1
"namazu",1
"乗如",1
"乘如",1
"hearth",3
"irori",2
"Tonotsugu",1
"Zosui",1
"Chutaku",1
"rangakusha",2
"Domoshuzoki",1
"Zushi",1
"Ito-jo",1
"hillsid",1
"Maebaru",1
"Kobucha",1
"Konbucha",1
"onto",1
"Tsunetsugu",2
"Ujinokaitako",1
"higan",1
"shigan",1
"doubt",1
"Hozo",1
"Minazukibarai",1
"Fukiwa",1
"mage",1
"chignon",1
"Himegimi",1
"Tomoito",1
"SUMITOMO",1
"Miyazukasa",1
"pantomim",2
"skit",1
"coincid",1
"Fujaku",1
"Gokan",1
"MICHI",1
"Masuhito",1
"Mingzhou",1
"Zhejiang",1
"Morishig",1
"bushin",1
"Imayo",1
"Onitaro",1
"Machi",1
"Kamakurafu",1
"aratame-yaku",1
"1132-April",1
"yorisu",1
"O-tsunahiki",1
"O-okuri-jinja",1
"tug-of-war",1
"Hioki",1
"Tango-Kanzaki",1
"yugo",1
"hokucho",1
"1886-Februari",1
"Dashi-maki",1
"Ushiku",1
"Jingisho",1
"jingikan",1
"jingi",1
"juningiri",1
"Akasakasuibun",1
"Fudaraku-tokai",1
"sacrific",1
"Okesa-go",1
"stall",2
"yatai",1
"mobil",1
"Kyuden",1
"Kyuhaku",1
"Kyudenpaku",1
"jito",3
"courier",1
"handicraftsmen",1
"Setsuyoshu",1
"yojishu",1
"Japanese-languag",1
"Saiho-ji",1
"浅井",1
"長政",2
"淺井",1
"Hirakawa",2
"Furumiya",1
"yashiro",1
"Takatori",2
"Masajiro",2
"Torimono",1
"Kama",1
"Keiun",1
"Kyoun",1
"1293-1299",1
"Harufusa",1
"Ichikishimahim",1
"Itsukishimahim",1
"Haba",1
"width",1
"Daikaku",1
"Surutto",1
"KANSAI",1
"Osaka-Prefectur",1
"Hoitsu",1
"Gimin",1
"Harumoto",1
"conquest",1
"Sanmai",1
"三昧",1
"Samādhi",1
"ultim",2
"Koge",1
"Asayasu",1
"Ryuketsu",1
"feng",1
"shui",1
"Kaigen",1
"Naorai",1
"conclus",1
"everyon",1
"Koshitsu",2
"analyz",1
"Junnin",1
"765",1
"forti",1
"塩谷",1
"親朝",1
"Rinzo",1
"KITAKAZE",1
"Ryonyo",1
"Suetada",1
"MIZUHAI",1
"Hiraoka-jinja",1
"Zenzai",1
"Kigen",1
"Shinsenzai",1
"taimenjo",1
"Gosannen",2
"1083",2
"Shinyakushi-ji",1
"Fukui-cho",1
"Garan",1
"伽藍",1
"eventu",2
"Shoun",1
"Nishiyama-kofun",1
"Somanouchi",1
"Nigatsu-sodo",1
"Rakuin",1
"Ju-kyo",1
"Confucius",1
"Fushimi-ko",1
"Hikofutsuoshinomakoto",1
"彦太忍信命",1
"Higo-koryu",1
"Nijugo",1
"circuit",1
"937",1
"Ujiyasu",1
"1321-1362",1
"Naramaro",1
"Fusako",1
"Hisamichi",2
"Mochinori",1
"Karafuto",2
"Karafuto-Cho",1
"Outlin",1
"1455-Januari",1
"Wakasa-Takeda",2
"Tomijuro",1
"Kankyo",1
"Suketsugu",1
"Mizugami",1
"Kamukushi",1
"神櫛王",1
"Mizukagami",1
"Mitsumoto",1
"Arashiyama-sen",1
"Benzo",1
"1851-1925",1
"goshugi",1
"Sanjiro",1
"三二郎",1
"yANAGIDA",1
"Hanawachigai",1
"wachigai-mon",1
"emblem",1
"Jogu",1
"Hooteisetsu",1
"Kanehid",1
"1506-Septemb",1
"c.1566",1
"Tottori-jo",1
"Ibuki",4
"1,377.3",1
"Shige",1
"Oshikuma",2
"Kyujin",1
"Kainokuchi",1
"yamato-no-kuni",1
"Agemaki",1
"yorihiro",1
"Takezumi",1
"1356",2
"Taxi",1
"taxi",1
"1580-Juli",1
"WASHIO",1
"Zasu",1
"Chip",1
"IFUKUBE",1
"Tokotarihim",2
"IFUKIBE",1
"Ifukub",1
"Kamon",1
"Joben",1
"Daini-Keihan-Doro",1
"bypass",1
"Kadoma",1
"mural",1
"Kondo",2
"Hanbatsu",1
"Sacchodohi",1
"Ko-zoku",1
"Gunjin",1
"Soboku",1
"Minnan",1
"Eisai",1
"yojobo",1
"Senkokokushi",1
"Grill",1
"recip",1
"Ryushu-shutaku",1
"seventi",1
"Murder",1
"Chigusa",1
"Gakuren",1
"Unzusho",1
"Utsuroi-giku",1
"ting",1
"purpl",1
"Menreiki",1
"Gigaku-men",2
"Mask",1
"Kunimi",2
"TAGIMA",1
"Ekishi",1
"Hobodai-in",1
"Toji-cho",1
"Kaii",1
"HIGASHIyAMA",1
"bare",1
"Jukan",1
"478",1
"Fushimi-jo",1
"Naomitsu",1
"Iohara",2
"廬原国造",1
"avail",1
"Makishima-jo",1
"Soybean",1
"peel",2
"NIWA",1
"Okadakuni-jinja",1
"Kizu-cho",1
"Nakai",1
"Kami-Kawaguchi",1
"12-2",1
"Ishigori",1
"Kamioda",1
